Identifier	label	type	Category	Group	NumTargets
DB09021	Benzoctamine	Drug	Dibenzo-Bicyclo-Octadiene Derivatives, Psycholeptics, Nervous System, Central Nervous System Depressants, Anti-Anxiety Agents	experimental	0
DB09022	Benfluorex	Drug	Lipid Regulating Agents, Hypolipidemic Agents, Amines, Appetite Depressants, Ethylamines, Noxae, Alimentary Tract and Metabolism, Anti-Obesity Agents, Drugs Used in Diabetes, Toxic Actions, Blood Glucose Lowering Agents, Phenethylamines	investigational, withdrawn	0
DB00693	Fluorescein	Drug	Other Diagnostics, Ocular Disorders, Coloring Agents, Laboratory Chemicals, Diagnostic Dye, BSEP/ABCB11 Substrates, Fluoresceins, OAT1/SLC22A6 Substrates, OAT1/SLC22A6 inhibitors, OAT3/SLC22A8 Substrates, Luminescent Agents, Ophthalmologicals, Spiro Compounds, Xanthenes, Heterocyclic Compounds, Fused-Ring, Contrast Media, Diagnostic Uses of Chemicals, Indicators and Reagents, Diagnostic Agents, Sensory Organs, Compounds used in a research, industrial, or household setting, Colouring Agents, Fluorescent Dyes	approved	2
DB00694	Daunorubicin	Drug	Anthracycline Topoisomerase Inhibitor, Anthracyclines, Enzyme Inhibitors, Cytochrome P-450 Substrates, Cytotoxic Antibiotics and Related Substances, Immunosuppressive Agents, Topoisomerase Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A Inducers, BSEP/ABCB11 Substrates, Cardiotoxic antineoplastic agents, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Topoisomerase II Inhibitors, Naphthacenes, Glycosides, P-glycoprotein substrates with narrow therapeutic index, Cytochrome P-450 CYP3A5 Inducers (strength unknown), Cytochrome P-450 CYP3A5 Inducers, Carbohydrates, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Antibiotics, Antineoplastic, Myelosuppressive Agents, P-glycoprotein inducers, BCRP/ABCG2 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inhibitors, P-glycoprotein inhibitors, Anthracyclines and Related Substances	approved	3
DB00691	Moexipril	Drug	Antihypertensive Agents Indicated for Hypertension, QTc Prolonging Agents, Enzyme Inhibitors, Isoquinolines, Agents causing hyperkalemia, Protease Inhibitors, Cardiovascular Agents, Hypotensive Agents, Heterocyclic Compounds, Fused-Ring, Photosensitizing Agents, Angiotensin-Converting Enzyme Inhibitors, Agents Acting on the Renin-Angiotensin System, Potential QTc-Prolonging Agents, Agents causing angioedema, ACE Inhibitors and Diuretics, Antihypertensive Agents, Drugs causing inadvertant photosensitivity	approved	1
DB00692	Phentolamine	Drug	Antidotes, Adrenergic alpha-Antagonists, Peripheral alpha-1 blockers, Cardiovascular Agents, Hypotensive Agents, Non-selective Alfa-adrenergic Blocking Agents, Drugs that are Mainly Renally Excreted, Sympatholytic (Adrenergic Blocking) Agents, Neurotransmitter Agents, Imidazoles, Adrenergic Antagonists, Agents that produce hypertension, Peripheral Vasodilators, Adrenergic alpha-1 Receptor Antagonists, Antihypertensive Agents, Vasodilating Agents, Adrenergic Agents, Imidazoline Derivatives	approved	4
DB00697	Tizanidine	Drug	Neuromuscular Agents, QTc Prolonging Agents, Cytochrome P-450 Substrates, Sensory System Agents, Hypotensive Agents, Muscle Relaxants, Adrenergic alpha-2 Receptor Agonists, Analgesics, Musculo-Skeletal System, Muscle Relaxants, Centrally Acting Agents, Potential QTc-Prolonging Agents, Adrenergic Agents, Bradycardia-Causing Agents, Autonomic Agents, Adrenergic alpha-Agonists, Agents producing tachycardia, Cytochrome P-450 CYP1A2 Substrates with a Narrow Therapeutic Index, Neurotransmitter Agents, Anticonvulsants, Imidazolines, Imidazoles, Central Nervous System Depressants, Adrenergic Agonists, Cytochrome P-450 CYP1A2 Substrates, Central alpha-2 Adrenergic Agonist, Central Nervous System Agents	approved, investigational	3
DB00698	Nitrofurantoin	Drug	Renal Agents, Anti-Infective Agents, Urinary, Nitrofuran Antibacterial, P-glycoprotein substrates, Agents causing hyperkalemia, Nitrofurans, BSEP/ABCB11 Substrates, Antiinfectives for Systemic Use, Anti-Infective Agents, Drugs that are Mainly Renally Excreted, Thyroxine-binding globulin substrates, Anti-Bacterial Agents, BCRP/ABCG2 Substrates, Nitro Compounds, Nitrofuran Derivatives, Furans, Methemoglobinemia Associated Agents, Antibacterials for Systemic Use	approved, vet_approved	3
DB09029	Secukinumab	Drug	Interleukin-17, antagonists & inhibitors, Psoriasis, drug therapy, Interleukin-17A Antagonist, Immunoglobulins, Immunosuppressive Agents, Antineoplastic and Immunomodulating Agents, Antibodies, Amino Acids, Peptides, and Proteins, Agents reducing cytokine levels, Misc. Skin and Mucous Membrane Agents, Interleukin Inhibitors, Immunoproteins, Proteins, Serum Globulins, Globulins, Blood Proteins	approved	1
DB00695	Furosemide	Drug	Aminobenzoates, Nephrotoxic agents, High-Ceiling Diuretics, Amines, Sodium Potassium Chloride Symporter Inhibitors, Acids, Carbocyclic, Aniline Compounds, Amides, Ototoxic agents, Cardiovascular Agents, Hypotensive Agents, Sulfanilamides, Drugs that are Mainly Renally Excreted, Thyroxine-binding globulin substrates, High-Ceiling Diuretics and Potassium-Sparing Agents, Sulfur Compounds, Diuretics, Antihypertensive Agents, Drugs causing inadvertant photosensitivity, Benzene Derivatives, Non Potassium Sparing Diuretics, Sulfones, Antihypertensive Agents Indicated for Hypertension, Benzoates, Membrane Transport Modulators, OAT1/SLC22A6 inhibitors, Photosensitizing Agents, Sulfonamides, UGT1A1 Substrates, Natriuretic Agents, OAT3/SLC22A8 Inhibitors, Hyperglycemia-Associated Agents, Increased Diuresis at Loop of Henle	approved, vet_approved	3
DB00696	Ergotamine	Drug	Serotonin 5-HT1 Receptor Agonists, Cytochrome P-450 Substrates, Sensory System Agents, Serotonin Agents, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Cardiovascular Agents, Cytochrome P-450 CYP3A4 Inhibitors (strength unknown), Antidepressive Agents, Cytochrome P-450 CYP3A4 Substrates, Antimigraine Preparations, Uterotonic agents, Ergot Alkaloids and Derivatives, Peripheral Nervous System Agents, Cytochrome P-450 CYP3A4 Inhibitors (strong), Ergotamines, Sympatholytic (Adrenergic Blocking) Agents, Alkaloids, Serotonin Modulators, Analgesics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Adrenergic Antagonists, Adrenergic alpha-1 Receptor Antagonists, Adrenergic Agents, Analgesics, Non-Narcotic, Adrenergic alpha-Antagonists, Ergotamine Derivative, Reproductive Control Agents, Serotonin Receptor Agonists, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Vasoconstrictor Agents, Agents that produce hypertension, Cytochrome P-450 CYP3A4 Inhibitors, Central Nervous System Agents, Serotonin 5-HT2 Receptor Agonists, P-glycoprotein inhibitors	approved	14
DB00699	Nicergoline	Drug	Cytochrome P-450 Substrates, Adrenergic alpha-Antagonists, Cardiovascular Agents, Ergolines, Ergot Alkaloids and Derivatives, Alkaloids, Heterocyclic Compounds, Fused-Ring, Neurotransmitter Agents, Adrenergic Antagonists, Agents that produce hypertension, Peripheral Vasodilators, Adrenergic alpha-1 Receptor Antagonists, Central Nervous System Agents, Cytochrome P-450 CYP2D6 Substrates, Vasodilating Agents, Adrenergic Agents, Nootropic Agents	approved, investigational	1
DB12682	Mubritinib	Drug	0	investigational	0
DB09030	Vorapaxar	Drug	Receptor, PAR-1, antagonists & inhibitors, Anticoagulants, Blood and Blood Forming Organs, Cytochrome P-450 Substrates, Receptors, Thrombin, antagonists & inhibitors, Protease-activated Receptor-1 Antagonists, Hematologic Agents, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Platelet Aggregation Inhibitors Excl. Heparin, Protease-activated Receptor-1 Antagonist, P-glycoprotein inhibitors, Antiplatelet agents	approved	1
DB11350	Cocamidopropyl betaine	Drug	Surface-Active Agents, Amines, Ammonium Compounds, Quaternary Ammonium Compounds, Trimethyl Ammonium Compounds, Onium Compounds, Compounds used in a research, industrial, or household setting, Nitrogen Compounds	experimental	0
DB12681	Salirasib	Drug	Enzyme Inhibitors, Benzoates, Hydroxy Acids, Acids, Carbocyclic, Antineoplastic Agents, Hydroxybenzoates, Lipids, Alcohols, Sesquiterpenes, Phenols, Terpenes, Benzene Derivatives, Fatty Alcohols, Calcium-Calmodulin-Dependent Protein Kinases, antagonists & inhibitors	investigational	0
DB09031	Miltefosine	Drug	Amines, Ammonium Compounds, Antileishmanial, Antiprotozoals, Quaternary Ammonium Compounds, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Trimethyl Ammonium Compounds, Onium Compounds, Amino Alcohols, Ethanolamines, Anti-Infective Agents, Alcohols, Narrow Therapeutic Index Drugs, Antifungal Agents, Antiparasitic Agents, Nitrogen Compounds	approved, investigational	1
DB12684	Aviscumine	Drug	Biological Factors, Enzymes, Immunologic Factors, Adjuvants, Immunologic, Enzymes and Coenzymes, Amino Acids, Peptides, and Proteins, Ribosome Inactivating Proteins, Proteins, Plant Lectins, Complex Mixtures, Glycoside Hydrolases, Biological Products, Lectins, Hydrolases, N-Glycosyl Hydrolases, Plant Proteins	investigational	0
DB11352	Ascorbyl phosphate	Drug	Vitamin C and analogues, Vitamins	approved	0
DB12683	Lumretuzumab	Drug	Proteins, Serum Globulins, Immunoglobulins, Globulins, Blood Proteins, Antibodies, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins	investigational	0
DB12686	PHA-793887	Drug	Cyclin-Dependent Kinases, antagonists & inhibitors	investigational	0
DB11355	Propolis wax	Drug	0	approved	0
DB12685	K-134	Drug	Heterocyclic Compounds, Fused-Ring	investigational	0
DB11357	Linseed oil	Drug	Complex Mixtures, Oils, Plant Preparations, Fats, Unsaturated, Biological Products, Lipids, Plant Oils, Fats	approved, investigational	0
DB12688	Moxetumomab Pasudotox	Drug	Proteins, Immunotoxins, Narrow Therapeutic Index Drugs, Antineoplastic Agents, Amino Acids, Peptides, and Proteins	approved, investigational	2
DB11356	Polyquaternium-10 (400 cps at 2%)	Drug	0	approved	0
DB12687	Vesatolimod	Drug	Heterocyclic Compounds, Fused-Ring, Toll-Like Receptor 7, agonists, Antiviral Agents, Anti-Infective Agents	investigational	0
DB09038	Empagliflozin	Drug	P-glycoprotein substrates, UGT1A3 substrates, Sodium-Glucose Transporter 2 Inhibitors, Hypotensive Agents, OATP1B3 substrates, Blood Glucose Lowering Agents, Sodium-glucose co-transporter 2 (SGLT2) inhibitors, Drugs that are Mainly Renally Excreted, OAT3/SLC22A8 Substrates, BCRP/ABCG2 Substrates, UGT2B7 substrates, Alimentary Tract and Metabolism, Glycosides, OATP1B1/SLCO1B1 Substrates, UGT1A9 Substrates, Drugs Used in Diabetes, Benzene Derivatives	approved	1
DB11359	Guaiacol	Drug	Methyl Ethers, Phenols, Catechols, Ethers, Benzene Derivatives, Phenyl Ethers	approved	1
DB12689	Azeliragon	Drug	0	investigational	0
DB09039	Eliglustat	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Highest Risk QTc-Prolonging Agents, QTc Prolonging Agents, Enzyme Inhibitors, Cytochrome P-450 Substrates, Glucosylceramide Synthase Inhibitors, Cytochrome P-450 Enzyme Inhibitors, Various Alimentary Tract and Metabolism Products, P-glycoprotein substrates, Other Miscellaneous Therapeutic Agents, Cytochrome P-450 CYP3A4 Substrates, Glucosylceramide Synthase Inhibitor, Cytochrome P-450 CYP3A Substrates, Alimentary Tract and Metabolism, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Cytochrome P-450 CYP2D6 Substrates, Gaucher Disease, P-glycoprotein inhibitors	approved	1
DB11358	Evening primrose oil	Drug	Fatty Acids, Omega-6, Fatty Acids, Sensory System Agents, Anti-Inflammatory Agents, Lipids, Dietary Fats, Unsaturated, Drugs that are Mainly Renally Excreted, Peripheral Nervous System Agents, Fatty Acids, Essential, Complex Mixtures, Analgesics, Biological Products, Oenothera biennis, Agents that reduce seizure threshold, Analgesics, Non-Narcotic, Hypolipidemic Agents, Noxae, Oils, Dermatologicals, Antirheumatic Agents, Linolenic Acids, Lipid Regulating Agents, Fatty Acids, Unsaturated, Plant Preparations, Toxic Actions, Central Nervous System Agents	investigational, nutraceutical	0
DB09036	Siltuximab	Drug	Immunoglobulins, Immunosuppressive Agents, Cytochrome P-450 Enzyme Inhibitors, Antineoplastic and Immunomodulating Agents, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A4 Inducers, Antibodies, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Agents reducing cytokine levels, Interleukin Inhibitors, Immunoproteins, Interleukin-6 Antagonist, Proteins, Serum Globulins, Cytochrome P-450 CYP3A4 Inducers (weak), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 CYP3A Inhibitors, Globulins, Blood Proteins, Cytochrome P-450 CYP3A4 Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (weak)	approved, investigational	1
DB09037	Pembrolizumab	Drug	Immunoglobulins, Antineoplastic and Immunomodulating Agents, Antibodies, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins, Proteins, Serum Globulins, Antineoplastic Agents, Immunological, Globulins, Blood Proteins, Programmed Death Receptor-1 Blocking Antibody, Programmed Death Receptor-1-directed Antibody Interactions	approved	1
DB09034	Suvorexant	Drug	Psycholeptics, Orexin Receptor Antagonists, Cytochrome P-450 Substrates, Cytochrome P-450 Enzyme Inhibitors, Nervous System, Sleep Aids, Pharmaceutical, Cytochrome P-450 CYP3A4 Substrates, Miscellaneous Anxiolytics Sedatives and Hypnotics, Neurotransmitter Agents, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Central Nervous System Depressants, Hypnotics and Sedatives, Central Nervous System Agents, P-glycoprotein inhibitors	approved, investigational	2
DB09035	Nivolumab	Drug	Immunoglobulins, Adjuvants, Immunologic, Antineoplastic and Immunomodulating Agents, Immunoglobulin G, Antibodies, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins, Proteins, Serum Globulins, Antibodies, Monoclonal, Humanized, Antineoplastic Agents, Immunological, Globulins, Blood Proteins, Programmed Death Receptor-1 Blocking Antibody, Programmed Death Receptor-1-directed Antibody Interactions	approved	1
DB09033	Vedolizumab	Drug	Immunoglobulins, Immunosuppressive Agents, Antineoplastic and Immunomodulating Agents, Antibodies, Integrin Receptor Antagonist, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Selective Immunosuppressants, Immunoproteins, Proteins, Serum Globulins, Globulins, Blood Proteins, Miscellaneous GI Drugs, Gastrointestinal Agents	approved	2
DB12680	Intepirdine	Drug	Heterocyclic Compounds, Fused-Ring, Sulfur Compounds	investigational	0
DB11362	Selexipag	Drug	Acids, Acyclic, Blood and Blood Forming Organs, Cytochrome P-450 Substrates, Fatty Acids, Prodrugs, P-glycoprotein substrates, Receptors, Prostaglandin, agonists, Amides, Lipids, Prostacyclin Receptor Agonists, Cardiovascular Agents, OATP1B3 substrates, Cytochrome P-450 CYP3A4 Substrates, Acetates, Prostacyclin Receptor Agonist, Cytochrome P-450 CYP3A Substrates, Platelet Aggregation Inhibitors Excl. Heparin, Fatty Acids, Volatile, OATP1B1/SLCO1B1 Substrates, Antihypertensive Agents, Cytochrome P-450 CYP2C8 Substrates, Vasodilating Agents	approved	1
DB09041	Tavaborole	Drug	Antifungals for Topical Use, Dermatologicals, Antifungals for Dermatological Use, Antifungal Agents, Anti-Infective Agents, Protein Synthesis Inhibitors, Oxaborole Antifungal	approved, investigational	1
DB12693	Ritanserin	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Selective Serotonin Reuptake Inhibitors, Tranquilizing Agents, Serotonin Agents, Cytochrome P-450 Enzyme Inhibitors, Hypoglycemia-Associated Agents, Pyrimidinones, Antidepressive Agents, Second-Generation, Antidepressive Agents, Psychotropic Drugs, Neurotransmitter Agents, Serotonin Modulators, Antipsychotic Agents, Pyrimidines, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Central Nervous System Depressants, Piperidines, Cytochrome P-450 CYP2D6 Inhibitors (moderate), Anti-Anxiety Agents, Serotonin Receptor Antagonists, Central Nervous System Agents, Neurotoxic agents	investigational	1
DB11361	Betula pendula tar oil	Drug	0	nutraceutical	0
DB12692	Gusperimus	Drug	Radiation-Protective Agents, Immunologic Factors, Immunosuppressive Agents, Protective Agents, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Amidines, Antibiotics, Antineoplastic, Compounds used in a research, industrial, or household setting, Selective Immunosuppressants	investigational	0
DB09042	Tedizolid phosphate	Drug	Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates, Oxazolidinone Antibacterial, Immunosuppressive Agents, Serotonin Agents, Organophosphorus Compounds, Antidepressive Agents, Anti-Infective Agents, Myelosuppressive Agents, Serotonin Modulators, Anti-Bacterial Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Central Nervous System Depressants, Oxazolidinones	approved	1
DB11364	Pidotimod	Drug	Acids, Acyclic, Immunologic Factors, Adjuvants, Immunologic, Antineoplastic and Immunomodulating Agents, Amino Acids, Peptides, and Proteins, Amino Acids, Acidic, Amino Acids, Drugs that are Mainly Renally Excreted, Amino Acids, Cyclic, Sulfur Compounds, Pyrrolidinones, Amino Acids, Dicarboxylic, Imines, Thiazoles, Pyrrolidines, Glutamates, Imino Acids	experimental	0
DB12695	Phenethyl Isothiocyanate	Drug	Isocyanates, Carcinogens, Enzyme Inhibitors, Sulfur Compounds, Noxae, Protective Agents, Antineoplastic Agents, Toxic Actions, Anticarcinogenic Agents, Compounds used in a research, industrial, or household setting, Aldehyde Dehydrogenase, antagonists & inhibitors	investigational	45
DB12694	CE-326597	Drug	Heterocyclic Compounds, Fused-Ring, Benzazepines	investigational	0
DB09040	Efinaconazole	Drug	Azole Antifungals, Antifungals for Topical Use, Dermatologicals, Antifungals for Dermatological Use, Antifungal Agents, Imidazole and Triazole Derivatives, Anti-Infective Agents	approved	1
DB11363	Alectinib	Drug	Cytochrome P-450 Substrates, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, P-glycoprotein substrates, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, BCRP/ABCG2 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Heterocyclic Compounds, Fused-Ring, Protein Kinase Inhibitors, Cytochrome P-450 CYP3A Substrates, Indoles, P-glycoprotein inhibitors, Kinase Inhibitor	approved, investigational	1
DB11366	Roquinimex	Drug	Quinolines, Heterocyclic Compounds, Fused-Ring, Immunologic Factors, Adjuvants, Immunologic, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Growth Inhibitors, Angiogenesis Modulating Agents, Growth Substances, Angiogenesis Inhibitors	investigational	0
DB12697	Methylselenocysteine	Drug	Amino Acids, Neutral, Cysteine, Protective Agents, Amino Acids, Sulfur, Antineoplastic Agents, Amino Acids, Peptides, and Proteins, Amino Acids, Organoselenium Compounds, Sulfur Compounds, Anticarcinogenic Agents, Compounds used in a research, industrial, or household setting, Selenium Compounds, Sulfhydryl Compounds	investigational	0
DB12696	BMS-582949	Drug	Mitogen-Activated Protein Kinase 14, antagonists & inhibitors	investigational	0
DB11365	Sennosides	Drug	Anthracenes, Plant Extracts, Drugs for Constipation, Herbs and Natural Products, Quinones, Complex Mixtures, Plant Preparations, Alimentary Tract and Metabolism, Anthraquinones, Biological Products, Laxatives, Contact Laxatives, Pharmaceutical Preparations, Gastrointestinal Agents	experimental	2
DB12699	Balugrastim	Drug	Biological Factors, Carbohydrates, Cytokines, Glycoconjugates, Peptides, Adjuvants, Immunologic, Antineoplastic and Immunomodulating Agents, Intercellular Signaling Peptides and Proteins, Amino Acids, Peptides, and Proteins, Glycoproteins, Recombinant Proteins, Hematopoietic Cell Growth Factors, Proteins, Serum Albumin, Albumins, Blood Proteins, Colony-Stimulating Factors	investigational	0
DB11368	Chlorophetanol	Drug	Antifungals for Topical Use, Dermatologicals, Antifungals for Dermatological Use	experimental	0
DB12698	Ibalizumab	Drug	Immunoglobulins, HIV Fusion Inhibitors, Antibodies, Amino Acids, Peptides, and Proteins, Anti-Retroviral Agents, Antiviral Agents, Anti-HIV Agents, Antiinfectives for Systemic Use, Anti-Infective Agents, Immunoproteins, Proteins, Serum Globulins, Antivirals for Systemic Use, Direct Acting Antivirals, Globulins, Blood Proteins	approved, investigational	3
DB11367	Cefroxadine	Drug	Nephrotoxic agents, Amides, Lactams, Thiazines, beta-Lactams, First-Generation Cephalosporins, Antiinfectives for Systemic Use, Drugs that are Mainly Renally Excreted, Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Sulfur Compounds, Cephalosporins, Antibacterials for Systemic Use	withdrawn	1
DB09049	Naloxegol	Drug	Cytochrome P-450 CYP2D6 Inhibitors, Cytochrome P-450 Substrates, Sensory System Agents, Cytochrome P-450 Enzyme Inhibitors, Peripheral Opioid Receptor Antagonists, Cytochrome P-450 CYP2C19 Inhibitors, Cytochrome P-450 CYP3A4 Substrates, Alcohols, Peripheral Nervous System Agents, Alkaloids, Alimentary Tract and Metabolism, Ethylene Glycols, Cytochrome P-450 CYP2D6 Inhibitors (strength unknown), Polymers, Compounds used in a research, industrial, or household setting, Narcotics, Drugs for Constipation, Macromolecular Substances, Opioid Antagonists, Heterocyclic Compounds, Fused-Ring, Phenanthrenes, Opiate Alkaloids, Cytochrome P-450 CYP3A Substrates, Miscellaneous GI Drugs, Glycols, Central Nervous System Agents, Cytochrome P-450 CYP2C19 Inhibitors (weak)	approved	1
DB09047	Finafloxacin	Drug	Fluoroquinolones, Quinolines, Quinolone Antimicrobial, Enzyme Inhibitors, Renal Agents, Anti-Infective Agents, Urinary, Topoisomerase Inhibitors, Antineoplastic Agents, Anti-Infective Agents, Quinolones, Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Topoisomerase II Inhibitors	approved, investigational	3
DB09048	Netupitant	Drug	Cytochrome P-450 Substrates, Netupitant and prodrug, Cytochrome P-450 Enzyme Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors (moderate), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 CYP3A Inhibitors, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 CYP3A Substrates, Breast Cancer Resistance Protein Inhibitors, Cytochrome P-450 CYP3A4 Inhibitors, Neurokinin 1 Antagonists, Cytochrome P-450 CYP2D6 Substrates, P-glycoprotein inhibitors, Substance P/Neurokinin-1 Receptor Antagonist	approved, investigational	1
DB09045	Dulaglutide	Drug	Peptide Fragments, Peptides, Glucagon-like peptide-1 (GLP-1) analogues, Amino Acids, Peptides, and Proteins, Hormones, Recombinant Proteins, Immunoglobulin Fragments, Immunoproteins, Proteins, Peptide Hormones, Alimentary Tract and Metabolism, Incretin Mimetics, Protein Precursors, Drugs Used in Diabetes, Proglucagon, Immunoglobulins, Glucagon-like Peptide-1 (GLP-1) Agonists, Hormones, Hormone Substitutes, and Hormone Antagonists, Gastrointestinal Hormones, Pancreatic Hormones, Blood Glucose Lowering Agents, GLP-1 Agonists, Serum Globulins, Globulins, Blood Proteins, Immunoglobulin Constant Regions	approved, investigational	1
DB09046	Metreleptin	Drug	Biological Factors, Hormones, Hormone Substitutes, and Hormone Antagonists, Peptides, Intercellular Signaling Peptides and Proteins, Obesity, drug therapy, Amino Acids, Peptides, and Proteins, Hormones, Adipokines, Proteins, Peptide Hormones, Alimentary Tract and Metabolism, Amino Acids and Derivatives, Analogs/Derivatives, Leptin Analog	approved	1
DB09043	Albiglutide	Drug	Glucagon-like Peptide-1 (GLP-1) Agonists, Hormones, Hormone Substitutes, and Hormone Antagonists, Peptides, Gastrointestinal Hormones, Pancreatic Hormones, Glucagon-like peptide-1 (GLP-1) analogues, Amino Acids, Peptides, and Proteins, Blood Glucose Lowering Agents, GLP-1 Agonists, Hormones, Recombinant Proteins, Incretins, Proteins, Peptide Hormones, Glucagon-Like Peptides, Alimentary Tract and Metabolism, Protein Precursors, Drugs Used in Diabetes, Proglucagon	approved	1
DB12691	UK-432097	Drug	Carbohydrates, Heterocyclic Compounds, Fused-Ring, Purines, Ribonucleosides, Nucleic Acids, Nucleotides, and Nucleosides, Glycosides, Nucleosides, Purine Nucleosides, Adenosine A2 Receptor Agonists	investigational	0
DB11360	Lactobacillus plantarum	Drug	0	approved, investigational	0
DB12690	LY-2584702	Drug	Ribosomal Protein S6 Kinases, 70-kDa, antagonists & inhibitors	investigational	0
DB11373	Amitraz	Drug	Adrenergic alpha-Agonists, Amines, Protective Agents, Aniline Compounds, Pesticides, Agents producing tachycardia, Insecticides, Pesticide Synergists, Neurotransmitter Agents, Adrenergic alpha-2 Receptor Agonists, Insect Repellents, Agrochemicals, Adrenergic Agonists, Agents that produce hypertension, Toxic Actions, Compounds used in a research, industrial, or household setting, Adrenergic Agents, Benzene Derivatives	experimental, vet_approved	0
DB09052	Blinatumomab	Drug	Immunoglobulins, Immunosuppressive Agents, Antineoplastic and Immunomodulating Agents, CD3-directed Antibody Interactions, Antibodies, Antineoplastic Agents, Amides, Amino Acids, Peptides, and Proteins, Antibodies, Monoclonal, Immunoproteins, Myelosuppressive Agents, Proteins, Serum Globulins, Sulfur Compounds, Narrow Therapeutic Index Drugs, Globulins, Blood Proteins, Bispecific CD19-directed CD3-directed T Cell Engager, CD19-directed Antibody Interactions, Monoterpenes, CD3 Receptor Agonists, Terpenes, Norbornanes, Sulfones	approved, investigational	2
DB11372	Altrenogest	Drug	Progesterone Congeners, Estranes, Hormones, Hormone Substitutes, and Hormone Antagonists, Adrenal Cortex Hormones, Estrenes, Progestins, Hormones, Fused-Ring Compounds, Steroids	vet_approved	0
DB09053	Ibrutinib	Drug	Cytochrome P-450 CYP3A5 Substrates, Cytochrome P-450 Substrates, Immunosuppressive Agents, Tyrosine Kinase Inhibitors, Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index, Antineoplastic and Immunomodulating Agents, Antineoplastic Agents, Cytochrome P-450 CYP3A4 Substrates, Myelosuppressive Agents, Protein Kinase Inhibitors, Narrow Therapeutic Index Drugs, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP2D6 Substrates, Kinase Inhibitor	approved	1
DB11375	Avilamycin	Drug	Carbohydrates, Anti-Bacterial Agents, Polysaccharides, Growth Substances, Anti-Infective Agents	vet_approved	0
DB09050	Ceftolozane	Drug	Heterocyclic Compounds, Fused-Ring, Anti-Bacterial Agents, Sulfur Compounds, Cephalosporins, Aza Compounds, Amides, Azabicyclo Compounds, Thiazines, beta-Lactams, Anti-Infective Agents, Drugs that are Mainly Renally Excreted	approved, investigational	5
DB09051	Elosulfase alfa	Drug	Enzymes, Alimentary Tract and Metabolism, Enzymes and Coenzymes, Sulfatases, Carbon-Oxygen Lyases, Hydrolases, Esterases, Lyases, Recombinant Proteins, Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme, Polysaccharide-Lyases, Chondroitinases and Chondroitin Lyases	approved, investigational	0
